numberOfGuests,roomType,maxNights,minNights,city,state,latitude,longitude,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
4,Private room,365,1,Nairobi,NAIROBI,-1.18149,36.90743,22.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
4,Private room,1125,2,Nairobi,NAIROBI,-1.30279,36.9089,22.0,2.0,2.0,1,0,0,0,0,0.0,1,2,5,0,2.0,unknown
4,Entire unit,200,1,Nairobi,NAIROBI,-1.26107,36.90599,22.0,4.0,1.0,1,0,0,0,1,0.0,1,1,1,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.30352,36.85637,22.0,1.0,1.0,0,0,0,1,0,0.0,0,0,0,0,1.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.21823,36.89495,22.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,private
2,Entire unit,365,1,Iten,Kajiado,-1.51605,36.84942,18.0,2.0,1.0,0,0,0,0,0,10.0,1,2,0,0,1.0,unknown
2,Other,1125,1,Nairobi,NAIROBI,-1.30684,36.7992,22.0,1.0,1.0,1,0,0,1,0,0.0,0,0,0,0,1.0,unknown
1,Entire unit,1125,1,Nairobi,NAIROBI,-1.31886,36.90383,22.0,1.0,2.0,0,0,1,1,0,2.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31869,36.84493,22.0,1.0,1.0,0,1,1,1,0,1.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,Kiambu,-1.22104,36.85379,22.0,1.0,2.0,0,0,1,0,0,0.0,1,0,0,0,1.0,unknown
1,Private room,1125,1,Nairobi,NAIROBI,-1.28667,36.77943,20.0,1.0,1.0,0,0,0,1,0,16.0,1,1,0,0,1.0,unknown
3,Other,1125,1,Nairobi,NAIROBI,-1.27713,36.82719,20.0,1.0,1.0,0,1,0,1,0,102.0,1,0,0,0,1.0,private
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.31846,36.84966,22.0,0.0,1.0,1,0,1,1,1,0.0,0,0,0,0,1.0,unknown
2,Private room,365,1,Nairobi,NAIROBI,-1.31173,36.90646,22.0,1.0,1.0,1,0,0,0,1,0.0,0,0,0,0,1.0,private
2,Entire unit,1125,2,Kiserian,Kajiado,-1.423,36.696,20.0,1.0,1.0,1,0,0,0,1,10.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.21834,36.88613,20.0,1.0,1.0,1,0,1,0,1,11.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Ruiru,Kiambu,-1.15706,36.96011,18.0,1.0,1.0,0,0,0,1,0,2.0,0,0,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.22109,36.8506,22.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.316,36.90249,20.0,1.0,2.0,0,1,1,1,0,12.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,1,South,Machakos,-1.38197,36.92444,22.0,1.0,1.0,1,0,0,0,0,1.0,1,1,0,0,1.0,unknown
2,Entire unit,2,1,Nairobi,NAIROBI,-1.29338,36.77492,22.0,1.0,1.0,0,0,0,0,0,0.0,1,0,1,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.30041,36.74851,22.0,1.0,2.0,0,0,0,1,1,25.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31933,36.84535,22.0,1.0,1.0,1,1,1,1,1,2.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.314,36.84265,18.0,1.0,1.0,1,1,1,1,1,14.0,1,1,0,0,1.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.3277,36.88624,20.0,1.0,1.0,1,0,0,0,0,2.0,0,1,0,0,1.0,private
2,Private room,1125,1,Nairobi,NAIROBI,-1.32171,36.84424,18.0,1.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,shared
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.30314,36.77048,18.0,1.0,1.0,0,0,0,0,0,2.0,1,0,1,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.32727,36.78749,20.0,1.0,1.0,1,0,0,0,1,30.0,1,1,0,0,1.0,unknown
2,Private room,1,1,Nairobi,NAIROBI,-1.25589,36.91963,22.0,1.0,1.0,0,0,0,0,0,0.0,1,1,1,0,1.0,shared
2,Private room,1125,1,New Njiru Town,NAIROBI,-1.25,36.954,22.0,9.0,5.0,1,1,1,0,1,1.0,1,5,2,0,6.0,unknown
2,Private room,14,1,Nairobi,NAIROBI,-1.27754,36.95659,22.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,shared
2,Other,1125,1,Nairobi,NAIROBI,-1.30691,36.80194,22.0,1.0,1.0,1,0,0,1,0,0.0,0,1,0,0,1.0,private
1,Private room,2,1,Nairobi,NAIROBI,-1.3218100000000002,36.88778,22.0,1.0,2.0,0,0,0,1,0,0.0,0,1,0,0,1.0,shared
6,Entire unit,365,1,Nairobi,NAIROBI,-1.21131,36.88521,22.0,0.0,1.0,0,1,0,1,0,0.0,0,0,0,0,2.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.3021,36.78729,22.0,2.0,1.0,0,0,0,0,0,0.0,0,2,0,0,1.0,unknown
5,Private room,365,1,Nairobi,NAIROBI,-1.2298,36.92183,22.0,0.0,5.0,1,0,1,1,1,0.0,1,0,0,0,5.0,shared
2,Private room,1125,1,Nairobi,NAIROBI,-1.32527,36.83889,22.0,1.0,1.0,0,0,0,0,0,3.0,1,1,0,0,1.0,private
4,Entire unit,1125,1,Ongata Rongai,NAIROBI,-1.39154,36.75758,22.0,2.0,1.0,1,0,1,0,1,0.0,0,0,0,0,1.0,unknown
2,Entire unit,365,1,New Njiru Town,NAIROBI,-1.24881,36.95697,22.0,1.0,1.0,0,1,1,1,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31557,36.84052,22.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,3,Nairobi,Kiambu,-1.20398,36.83727,19.0,1.0,2.0,1,0,0,0,1,12.0,1,0,1,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.29698,36.75052,24.0,1.0,1.0,1,0,0,0,1,28.0,0,1,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.278,36.794,20.0,1.0,1.0,0,0,0,0,0,2.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.32257,36.79641,20.0,1.0,2.0,0,0,0,0,0,33.0,0,1,0,0,1.0,unknown
2,Private room,30,7,Nairobi,NAIROBI,-1.22134,36.82174,20.0,1.0,1.0,1,0,1,1,1,9.0,1,1,1,0,1.0,private
1,Private room,1125,2,Nairobi,NAIROBI,-1.29723,36.76309,19.0,1.0,1.0,0,0,0,0,0,8.0,1,1,0,0,1.0,shared
2,Entire unit,1125,13,Nairobi,NAIROBI,-1.27813,36.83066,20.0,1.0,2.0,1,0,1,1,0,2.0,1,0,0,0,1.0,unknown
1,Private room,1125,2,Nairobi,NAIROBI,-1.29651,36.77826,20.0,1.0,1.0,0,0,0,1,0,18.0,1,1,0,0,1.0,private
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.20978,36.81153,20.0,1.0,1.0,1,0,0,0,1,20.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,20,Nairobi,NAIROBI,-1.295,36.74434,18.0,1.0,1.0,1,1,0,1,1,1.0,0,1,1,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.22038,36.88807,20.0,1.0,1.0,0,0,0,0,0,2.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.21751,36.88809,18.0,1.0,1.0,1,1,0,1,1,47.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.25864,36.79726,23.0,1.0,1.0,1,0,0,0,0,136.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.324,36.796,20.0,1.0,2.0,0,0,0,0,0,166.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.30647,36.82272,20.0,1.0,2.0,1,0,1,0,1,50.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.29809,36.77545,20.0,1.0,1.0,1,0,1,0,1,1.0,1,0,0,0,3.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.21906,36.88833,19.0,1.0,1.0,1,0,1,0,1,7.0,0,0,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.30018,36.74672,18.0,1.0,2.0,0,0,0,0,0,83.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,Kiambu,-1.19692,36.78564,23.0,1.0,1.0,1,0,0,0,0,12.0,1,1,0,0,1.0,unknown
2,Private room,365,14,Nairobi,NAIROBI,-1.28519,36.79298,18.0,1.0,1.0,0,0,0,0,0,4.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.2748,36.81743,19.0,1.0,2.0,0,0,0,0,0,38.0,1,1,0,0,1.0,unknown
2,Entire unit,1124,2,Nairobi,NAIROBI,-1.28988,36.77421,23.0,1.0,1.0,1,0,0,0,0,95.0,1,1,1,0,1.0,unknown
2,Entire unit,365,1,Ruaka,Kiambu,-1.20823,36.77375,20.0,1.0,1.0,0,0,0,0,0,8.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31721,36.8413,19.0,1.0,1.0,1,0,0,1,1,71.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.32489,36.79664,20.0,1.0,2.0,0,0,0,0,0,65.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.29495,36.763,19.0,1.0,1.0,0,0,1,0,0,12.0,1,1,0,0,1.0,unknown
1,Private room,1125,4,North,NAIROBI,-1.27417,36.79586,19.0,1.0,1.0,0,0,0,1,0,4.0,1,1,0,0,1.0,unknown
2,Private room,1125,3,Nairobi,NAIROBI,-1.29539,36.76281,20.0,1.0,1.0,1,1,0,1,0,5.0,1,1,0,0,1.0,shared
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.30635,36.82157,20.0,1.0,1.0,1,0,0,0,1,158.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31396,36.81789,20.0,1.0,1.0,0,0,0,0,0,45.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.28044,36.82334,20.0,1.0,1.0,1,0,1,0,1,49.0,1,1,1,0,1.0,unknown
2,Private room,1125,2,Nairobi,NAIROBI,-1.28866,36.79559,19.0,1.0,1.0,1,0,0,0,0,24.0,1,1,0,0,1.0,unknown
1,Private room,1125,3,Nairobi,NAIROBI,-1.28457,36.7876,20.0,1.0,1.0,1,0,1,1,1,5.0,1,0,0,0,1.0,private
2,Entire unit,365,1,Nairobi,NAIROBI,-1.27687,36.82909,20.0,1.0,1.0,0,0,0,0,0,7.0,1,0,0,0,1.0,unknown
2,Entire unit,7,1,Nairobi,NAIROBI,-1.28096,36.78187,24.0,1.0,1.0,0,0,0,0,0,2.0,1,1,0,0,1.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.28069,36.7857,20.0,0.0,1.0,0,0,0,1,0,6.0,1,0,0,0,1.0,unknown
2,Entire unit,90,1,Nairobi,NAIROBI,-1.28047,36.82411,20.0,1.0,1.0,1,0,0,0,1,130.0,1,1,1,1,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.3117100000000002,36.83885,19.0,1.0,1.0,0,0,0,0,0,35.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.29897,36.74538,20.0,1.0,2.0,1,1,0,1,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,20,Nairobi,NAIROBI,-1.31934,36.84053,19.0,1.0,1.0,0,0,0,1,0,9.0,1,2,2,0,1.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.28169,36.78371,20.0,0.0,1.0,1,0,0,1,0,18.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,7,Nairobi,NAIROBI,-1.31592,36.84292,20.0,1.0,1.0,0,0,0,0,0,6.0,0,1,0,0,1.0,unknown
2,Entire unit,90,2,Nairobi,NAIROBI,-1.26761,36.83129,23.0,1.0,1.0,0,0,0,0,0,4.0,1,0,0,0,1.0,unknown
2,Entire unit,365,7,Nairobi,NAIROBI,-1.317,36.843,22.0,1.0,1.0,0,0,0,0,0,9.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.286,36.782,20.0,2.0,2.0,1,0,0,0,1,14.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31608,36.84255,19.0,1.0,1.0,1,0,1,0,1,23.0,1,1,0,0,1.0,unknown
2,Entire unit,60,1,Nairobi,NAIROBI,-1.27468,36.81787,19.0,1.0,2.0,1,0,0,0,1,74.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.276,36.821,20.0,1.0,2.0,0,0,0,0,0,64.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.27347,36.82159,20.0,1.0,1.0,1,0,0,1,1,44.0,1,1,0,0,1.0,unknown
2,Entire unit,90,1,Nairobi,NAIROBI,-1.275,36.819,19.0,1.0,1.0,1,0,0,0,1,162.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.27339,36.82075,20.0,1.0,1.0,1,0,0,1,1,35.0,1,1,0,0,1.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.28296,36.78514,20.0,1.0,1.0,0,0,0,1,0,23.0,1,1,0,0,1.0,unknown
2,Entire unit,30,1,Nairobi,NAIROBI,-1.27622,36.81928,19.0,1.0,2.0,1,0,0,0,1,96.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,7,Limuru,NAIROBI,-1.20616,36.77569,20.0,2.0,2.0,1,1,0,1,1,7.0,1,1,0,0,2.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.27443,36.81846,20.0,1.0,2.0,1,0,0,0,1,144.0,0,1,0,0,1.0,unknown
2,Entire unit,90,1,Nairobi,NAIROBI,-1.27611,36.81741,20.0,1.0,1.0,1,0,0,0,1,129.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.29631,36.74798,19.0,1.0,1.0,0,0,1,0,0,59.0,1,0,0,0,1.0,unknown
2,Entire unit,60,2,Nairobi,NAIROBI,-1.28511,36.78571,20.0,1.0,2.0,1,0,1,0,1,60.0,1,1,0,0,1.0,unknown
1,Entire unit,1125,2,Nairobi,NAIROBI,-1.25866,36.79879,20.0,1.0,2.0,0,0,0,0,0,24.0,1,1,0,0,1.0,unknown
4,Entire unit,365,3,Nairobi,NAIROBI,-1.21126,36.78691,39.0,2.0,2.0,1,0,0,0,1,36.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.29263,36.75796,40.0,3.0,2.0,1,0,0,0,1,5.0,1,3,0,0,3.0,unknown
2,Private room,30,1,Nairobi,NAIROBI,-1.32402,36.70527,40.0,1.0,1.0,1,0,0,1,1,47.0,1,1,0,0,1.0,shared
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.25795,36.79842,40.0,2.0,2.0,1,0,0,0,1,26.0,0,2,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.22539,36.87285,38.0,2.0,2.0,1,0,0,0,1,20.0,1,0,0,0,2.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.27767,36.78517,40.0,2.0,2.0,1,0,1,1,1,0.0,1,2,0,0,2.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.29312,36.7901,38.0,2.0,2.0,1,0,1,1,1,14.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.20102,36.761,40.0,2.0,2.0,1,0,0,1,1,9.0,1,1,0,0,2.0,unknown
2,Private room,200,2,Nairobi,NAIROBI,-1.2740200000000002,36.79838,40.0,1.0,1.0,1,0,0,1,0,18.0,1,0,0,0,1.0,shared
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.29291,36.76374,40.0,1.0,1.0,1,0,0,0,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,365,2,Nairobi,NAIROBI,-1.29235,36.79001,40.0,2.0,1.0,0,0,0,0,0,24.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,1,Nairobi,NAIROBI,-1.298,36.794,40.0,5.0,3.0,1,0,0,0,1,155.0,1,3,0,1,1.0,unknown
2,Private room,1125,2,Nairobi,NAIROBI,-1.27906,36.78441,40.0,1.0,1.0,0,0,0,0,0,11.0,1,1,0,0,1.0,private
2,Entire unit,21,2,Nairobi,NAIROBI,-1.26739,36.77087,38.0,1.0,1.0,1,0,1,0,0,28.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.32399,36.84314,40.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
2,Private room,365,1,Nairobi,NAIROBI,-1.275,36.789,40.0,1.0,1.0,1,0,0,0,1,64.0,1,1,0,0,1.0,private
7,Entire unit,1125,2,Nairobi,NAIROBI,-1.28819,36.7885,40.0,4.0,3.0,1,0,0,0,1,72.0,1,2,1,1,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.291,36.781,39.0,2.0,2.0,1,0,1,0,1,23.0,1,2,0,0,1.0,unknown
3,Entire unit,60,2,Nairobi,NAIROBI,-1.27344,36.77353,40.0,2.0,2.0,1,0,0,0,0,16.0,1,1,0,0,1.0,unknown
3,Entire unit,360,1,Nairobi,NAIROBI,-1.267,36.805,40.0,1.0,1.0,1,0,0,0,1,56.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.267,36.805,41.0,1.0,1.0,1,0,1,0,1,47.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.30544,36.81184,40.0,1.0,1.0,0,0,0,0,0,1.0,1,1,1,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.29315,36.78901,38.0,2.0,2.0,0,0,0,0,0,3.0,1,0,0,0,2.0,unknown
3,Private room,1125,1,Nairobi,NAIROBI,-1.2638,36.79276,40.0,2.0,1.0,0,0,0,0,0,6.0,1,1,1,0,1.0,private
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.2952,36.79147,40.0,2.0,2.0,1,0,0,0,0,12.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,3,Nairobi,NAIROBI,-1.29816,36.79179,38.0,2.0,2.0,0,1,1,1,0,7.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.28723,36.77892,40.0,2.0,2.0,1,0,0,0,1,18.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26633,36.80554,40.0,1.0,1.0,1,1,0,0,1,43.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.27908,36.78601,40.0,1.0,1.0,1,0,1,0,1,9.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.286,36.817,40.0,1.0,1.0,0,0,0,0,0,10.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.27859,36.78571,40.0,1.0,1.0,0,0,0,0,0,5.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26419,36.79987,40.0,1.0,1.0,1,0,0,0,1,31.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.2675800000000002,36.79687,40.0,2.0,2.0,1,1,0,1,1,3.0,1,2,0,0,3.0,unknown
2,Entire unit,1125,7,Nairobi,NAIROBI,-1.2663,36.80604,40.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.298,36.791,40.0,1.0,1.0,1,0,1,0,1,94.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,1,Nairobi,NAIROBI,-1.26988,36.80838,39.0,1.0,1.0,1,0,0,0,1,31.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.2659,36.80504,40.0,1.0,1.0,0,1,0,0,0,8.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.26593,36.80475,38.0,0.0,1.0,1,0,0,0,0,23.0,1,0,0,0,1.0,unknown
2,Entire unit,365,3,Nairobi,NAIROBI,-1.27809,36.78561,40.0,1.0,1.0,1,0,1,1,1,2.0,1,1,0,0,2.0,unknown
4,Entire unit,365,3,Nairobi,NAIROBI,-1.27768,36.78592,40.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,400,2,Nairobi,NAIROBI,-1.25778,36.79589,40.0,1.0,1.0,1,0,1,1,1,70.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.27719,36.78381,40.0,1.0,2.0,0,0,0,0,0,10.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.29839,36.79035,39.0,1.0,1.0,0,0,0,0,0,37.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26638,36.79115,40.0,1.0,1.0,0,0,0,0,0,15.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.27,36.8077,40.0,1.0,1.0,1,0,0,0,1,54.0,1,1,2,0,1.0,unknown
4,Entire unit,1125,4,Nairobi,NAIROBI,-1.28555,36.78491,40.0,2.0,2.0,1,0,0,0,1,14.0,1,1,0,0,2.0,unknown
4,Entire unit,21,1,Nairobi,NAIROBI,-1.26776,36.78651,40.0,2.0,2.0,1,0,0,0,1,3.0,1,2,0,0,1.0,unknown
3,Entire unit,365,1,Nairobi,NAIROBI,-1.32473,36.89789,42.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.29403,36.78982,42.0,2.0,2.0,1,1,1,1,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.31974,36.81523,41.0,2.0,2.0,1,0,0,1,1,0.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.3068300000000002,36.8019,41.0,1.0,1.0,1,1,0,1,0,0.0,1,1,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,Machakos,-1.3819,36.93852,42.0,2.0,2.0,1,1,1,0,1,0.0,1,0,0,0,2.0,unknown
2,Private room,30,1,Nairobi,NAIROBI,-1.36926,36.94569,42.0,2.0,2.0,1,1,0,1,1,0.0,1,2,0,0,1.0,shared
5,Entire unit,365,1,Mlolongo,Machakos,-1.38673,36.92814,41.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,Eastern,-1.42821,36.97735,41.0,2.0,3.0,1,1,1,1,1,0.0,1,1,0,0,2.0,unknown
3,Entire unit,1125,1,Nairobi,NAIROBI,-1.27065,36.80222,42.0,3.0,2.0,1,0,0,0,1,7.0,0,3,0,0,3.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26512,36.79137,40.0,2.0,1.0,1,0,0,0,0,28.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26855,36.80915,40.0,1.0,1.0,1,0,0,0,1,27.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,1,Westlands,NAIROBI,-1.267,36.805,40.0,0.0,1.0,1,0,0,0,1,116.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26659,36.80507,40.0,1.0,1.0,1,0,0,1,1,57.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.25876,36.79563,39.0,1.0,1.0,1,0,1,0,0,9.0,1,0,0,0,1.0,unknown
3,Entire unit,1125,1,Nairobi,NAIROBI,-1.26845,36.80828,39.0,1.0,1.0,1,0,0,0,1,39.0,1,1,0,0,1.0,unknown
5,Other,1125,1,Kajiado,Rift Valley,-1.45346,36.59164,42.0,1.0,1.0,1,1,1,0,1,4.0,1,1,0,0,2.0,unknown
4,Private room,365,1,Athi River,NAIROBI,-1.50141,36.9552,41.0,2.0,2.0,1,1,0,0,1,1.0,1,2,0,0,2.0,shared
6,Entire unit,1125,2,Nairobi,NAIROBI,-1.2931,36.82096,42.0,3.0,3.0,1,0,1,0,1,1.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,2,Nairobi,NAIROBI,-1.30662,36.81512,41.0,2.0,2.0,1,1,1,0,1,0.0,0,2,0,0,2.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.28829,36.77831,40.0,0.0,2.0,1,0,0,1,1,23.0,1,0,0,0,3.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.29923,36.74542,42.0,1.0,2.0,1,1,1,1,0,0.0,1,0,0,0,1.0,private
4,Entire unit,365,1,Nairobi,NAIROBI,-1.21639,36.81403,42.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,1,Nairobi,NAIROBI,-1.3076,36.91004,42.0,0.0,3.0,0,0,0,0,0,3.0,0,0,0,0,2.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.26639,36.80432,40.0,1.0,1.0,0,0,0,0,0,23.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,1,Ruaka,Kiambu,-1.20673,36.77217,41.0,2.0,2.0,1,0,1,0,1,1.0,1,1,0,0,2.0,unknown
2,Entire unit,365,2,Nairobi,NAIROBI,-1.291,36.779,42.0,1.0,1.0,1,0,0,0,1,4.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,1,Nairobi,NAIROBI,-1.2914,36.79455,41.0,3.0,3.0,1,0,0,0,0,3.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,180,Nairobi,NAIROBI,-1.29847,36.76551,42.0,3.0,2.0,1,1,0,1,1,0.0,1,3,0,0,1.0,unknown
2,Entire unit,365,2,Nairobi,NAIROBI,-1.291,36.779,42.0,1.0,1.0,1,0,0,0,1,8.0,1,1,0,0,1.0,unknown
2,Entire unit,365,2,Nairobi,NAIROBI,-1.29007,36.77939,42.0,1.0,1.0,1,0,0,1,1,10.0,1,1,0,0,1.0,unknown
1,Entire unit,1125,1,Nairobi,NAIROBI,-1.25588,36.79521,42.0,2.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.28642,36.78609,41.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
