numberOfGuests,roomType,maxNights,city,state,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
4,Entire unit,365,Nairobi,NAIROBI,68.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,100.0,1.0,1.0,1,0,1,0,0,2.0,1,1,0,0,2.0,unknown
15,Private room,30,Nairobi,NAIROBI,25.0,2.0,1.0,0,0,0,0,0,0.0,1,5,1,0,1.0,private
2,Private room,1125,Nairobi,NAIROBI,20.0,0.0,1.0,0,0,0,1,0,6.0,1,0,0,0,1.0,unknown
1,Private room,1125,Mombasa,Mombasa,29.0,16.0,2.0,0,1,0,1,0,0.0,1,5,0,0,1.0,unknown
2,Private room,14,Mombasa,Mombasa,50.0,1.0,1.0,1,1,0,0,1,0.0,1,1,0,0,1.0,shared
5,Entire unit,365,Watamu,kilifi,140.0,3.0,2.0,0,0,0,0,0,9.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,13.0,1.0,2.0,0,0,0,0,0,28.0,0,1,0,0,1.0,unknown
4,Entire unit,365,DIANI BEACH,Kwale,179.0,3.0,2.0,1,1,0,1,1,4.0,1,3,1,0,2.0,unknown
4,Private room,365,Kakamega,Kakamega,22.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
2,Entire unit,60,Nairobi,NAIROBI,20.0,1.0,2.0,1,0,1,0,1,60.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Naivasha,Naivasha,115.0,4.0,2.0,1,0,1,0,1,111.0,1,2,0,0,1.0,unknown
1,Entire unit,1125,Nairobi,NAIROBI,12.0,1.0,2.0,0,0,0,0,0,18.0,1,1,0,0,1.0,unknown
2,Private room,1125,Mombasa,NAIROBI,33.0,1.0,1.0,1,1,0,0,1,22.0,1,1,0,0,1.0,shared
5,Entire unit,1125,Nairobi,Machakos,31.0,2.0,2.0,1,0,0,0,1,3.0,1,2,1,0,2.0,unknown
2,Private room,7,Nairobi,NAIROBI,28.0,1.0,1.0,1,0,0,0,1,7.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Eldoret,Uasin Gishu County,17.0,1.0,1.0,1,0,0,0,1,31.0,0,0,0,0,1.0,unknown
12,Entire unit,365,Malindi,kilifi,290.0,6.0,4.0,0,1,1,1,0,0.0,1,3,5,0,4.0,unknown
2,Private room,1125,Nairobi,NAIROBI,21.0,1.0,6.0,1,0,0,1,1,2.0,1,3,1,0,1.0,private
8,Entire unit,1125,Uyombo,kilifi,159.0,6.0,4.0,1,0,0,0,0,60.0,1,5,0,0,4.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,35.0,2.0,2.0,1,0,1,0,1,57.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,45.0,1.0,1.0,1,0,0,0,1,2.0,1,1,0,0,1.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,98.0,2.0,2.0,1,0,0,0,1,32.0,1,1,0,0,2.0,unknown
2,Private room,1125,DIANI BEACH,Kwale,20.0,1.0,1.0,1,0,0,0,0,2.0,1,1,0,0,1.0,private
4,Entire unit,365,Mombasa,Mombasa,50.0,2.0,1.0,0,0,0,0,0,0.0,1,2,0,0,1.0,unknown
13,Entire unit,365,Nairobi,NAIROBI,350.0,13.0,5.0,1,0,1,1,1,0.0,1,2,12,0,3.0,unknown
4,Private room,90,Sultan Hamud,Makueni County,22.0,2.0,2.0,1,1,0,1,1,4.0,1,2,0,0,2.0,unknown
6,Entire unit,60,Watamu,NAIROBI,163.0,4.0,3.0,1,0,0,0,0,69.0,1,2,0,0,3.0,unknown
2,Other,45,Nairobi,NAIROBI,165.0,1.0,15.0,1,1,1,1,1,1.0,1,29,0,0,1.0,private
4,Private room,365,Nairobi,NAIROBI,100.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
6,Entire unit,1125,Eburru,Nakuru,241.0,4.0,3.0,1,0,0,0,1,97.0,1,2,0,0,3.0,unknown
2,Entire unit,30,DIANI BEACH,Kwale,25.0,1.0,2.0,1,0,1,0,1,20.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,150.0,4.0,3.0,1,1,1,1,1,2.0,1,3,0,0,2.0,unknown
5,Entire unit,1125,Eldoret,Wilaya ya Uasin Gishu,35.0,3.0,3.0,1,0,0,0,1,4.0,0,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,Kiambu,20.0,1.0,1.0,1,1,1,1,1,1.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Kisii,Kisii County,45.0,3.0,3.0,1,1,1,1,1,0.0,1,0,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,80.0,2.0,2.0,1,0,0,0,1,0.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,112.0,1.0,1.0,1,0,1,0,1,1.0,1,1,0,0,1.0,unknown
6,Entire unit,45,Malindi,kilifi,85.0,6.0,3.0,1,0,0,1,1,23.0,1,5,0,1,3.0,unknown
4,Private room,1125,Nairobi,NAIROBI,65.0,2.0,2.0,1,0,0,1,0,10.0,1,1,0,0,1.0,private
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,1.0,1,0,0,0,1,2.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,DIANI BEACH,Kwale,16.0,2.0,2.0,1,0,0,0,1,77.0,1,1,0,1,1.0,unknown
2,Private room,1125,Mombasa,NAIROBI,15.0,1.0,1.0,1,0,0,1,1,18.0,0,1,0,0,1.0,shared
2,Entire unit,1125,Nairobi,Kiambu,14.0,1.0,1.0,1,0,1,0,1,13.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,2.0,0,0,0,0,0,64.0,0,1,0,0,1.0,unknown
3,Private room,30,Kitale,Trans-Nzoia County,10.0,3.0,2.0,1,0,1,1,1,0.0,0,3,5,0,1.0,shared
8,Entire unit,1000,Nairobi,NAIROBI,300.0,4.0,4.0,1,1,1,1,1,0.0,1,4,0,0,5.0,unknown
10,Entire unit,1125,DIANI BEACH,Kwale,223.0,6.0,6.0,1,0,0,0,1,41.0,1,6,0,1,5.0,unknown
7,Entire unit,1125,Kiambu,Kiambu,51.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Private room,1125,Watamu,kilifi,164.0,1.0,1.0,0,1,0,1,0,3.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Mombasa,Mombasa,21.0,1.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
1,Private room,90,Nairobi,NAIROBI,14.0,1.0,1.0,1,1,1,1,0,0.0,1,1,1,0,1.0,private
4,Entire unit,1125,Nairobi,NAIROBI,55.0,1.0,2.0,0,1,1,0,0,0.0,1,2,0,0,2.0,unknown
2,Private room,1125,Eldoret,Uasin Gishu County,16.0,2.0,1.0,1,0,1,1,1,7.0,1,2,0,0,1.0,shared
4,Entire unit,365,Eldoret,Uasin Gishu County,31.0,2.0,2.0,0,0,0,0,0,3.0,1,1,1,0,2.0,unknown
1,Private room,1125,Kikuyu,Kiambu,33.0,1.0,1.0,1,0,1,0,1,0.0,1,1,0,0,1.0,unknown
1,Private room,1125,Mombasa,coast,55.0,1.0,1.0,1,1,0,1,1,3.0,1,0,0,0,1.0,unknown
10,Entire unit,365,Meru,Meru,180.0,5.0,5.0,1,0,1,0,1,13.0,1,5,0,0,5.0,unknown
1,Entire unit,365,DIANI BEACH,Kwale,200.0,5.0,2.0,1,0,1,1,1,0.0,1,0,0,0,0.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,45.0,2.0,2.0,1,0,0,0,0,1.0,1,1,0,0,2.0,unknown
3,Entire unit,1000,Nairobi,NAIROBI,135.0,1.0,1.0,1,1,0,1,1,0.0,1,1,0,0,2.0,unknown
2,Entire unit,365,Narok,Narok,22.0,1.0,2.0,0,1,1,1,0,11.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,100.0,3.0,3.0,1,0,1,1,1,10.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,Machakos,Machakos,20.0,4.0,4.0,1,0,0,0,1,0.0,0,5,0,0,2.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,28.0,1.0,1.0,0,0,0,0,0,1.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,65.0,1.0,1.0,0,0,0,0,0,9.0,1,0,0,0,1.0,unknown
2,Entire unit,1,Nairobi,NAIROBI,20.0,1.0,2.0,1,1,1,1,1,1.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Tigoni,Kiambu,200.0,0.0,5.0,1,0,0,0,1,0.0,1,0,0,0,3.0,unknown
2,Other,1125,Mombasa,coast,20.0,1.0,1.0,1,0,0,0,0,3.0,0,0,0,0,1.0,private
4,Entire unit,1125,Ruaka,Kiambu,32.0,1.0,2.0,1,1,1,1,1,7.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Githurai,NAIROBI,40.0,0.0,2.0,1,1,0,0,1,6.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,60.0,3.0,2.0,1,1,1,0,1,2.0,1,3,0,0,2.0,unknown
2,Private room,30,Watamu,kilifi,15.0,1.0,1.0,1,0,1,0,1,0.0,1,1,0,0,1.0,shared
3,Entire unit,365,Eldoret,Uasin Gishu County,20.0,2.0,2.0,1,0,1,1,1,4.0,1,1,1,0,1.0,unknown
16,Private room,1125,Nairobi,Machakos,250.0,7.0,7.0,1,1,1,1,1,0.0,1,7,0,0,3.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,52.0,1.0,1.0,1,0,1,1,1,1.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Mombasa,Mombasa,23.0,1.0,1.0,1,0,0,0,0,22.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,45.0,0.0,1.0,1,1,0,1,1,4.0,1,0,0,0,1.0,unknown
5,Entire unit,365,Mombasa,coast,279.0,0.0,2.0,1,1,1,1,1,0.0,1,0,0,0,2.0,unknown
5,Entire unit,365,Athi River,Machakos,150.0,3.0,3.0,1,0,0,1,1,0.0,1,0,0,0,3.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,214.0,3.0,3.0,1,0,0,0,0,0.0,1,3,0,0,3.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,65.0,2.0,2.0,1,0,0,0,1,13.0,1,1,0,0,2.0,unknown
6,Entire unit,365,Nairobi,NAIROBI,85.0,3.0,3.0,1,0,0,0,0,5.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,33.0,1.0,1.0,1,0,1,1,0,0.0,1,0,0,0,1.0,unknown
2,Private room,365,Mombasa,Mombasa,26.0,1.0,1.0,1,0,0,1,0,0.0,0,1,1,0,1.0,unknown
4,Entire unit,1125,Nanyuki,Laikipia,48.0,2.0,2.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,40.0,4.0,3.0,1,1,0,1,1,78.0,0,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,17.0,1.0,2.0,1,1,1,1,1,33.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,Naivasha,Nakuru,225.0,6.0,4.0,1,0,0,0,1,109.0,1,1,4,0,3.0,unknown
5,Entire unit,365,Mombasa,Mombasa,150.0,4.0,3.0,1,0,1,0,1,0.0,1,2,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,13.0,1.0,1.0,1,0,0,0,1,35.0,0,0,0,0,1.0,shared
2,Entire unit,365,Nakuru,Nakuru,18.0,1.0,2.0,0,0,0,0,0,5.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,45.0,2.0,2.0,0,0,0,0,0,39.0,1,2,0,0,2.0,unknown
2,Private room,1125,Thika,Kiambu,13.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,shared
6,Entire unit,1125,DIANI BEACH,Kwale,408.0,4.0,3.0,1,1,0,1,1,0.0,1,1,0,0,3.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,51.0,2.0,2.0,0,0,0,0,0,2.0,1,0,0,0,2.0,unknown
8,Entire unit,1125,Watamu,kilifi,191.0,6.0,4.0,1,0,0,0,1,26.0,1,6,0,0,7.0,unknown
6,Entire unit,365,Mombasa,Mombasa,50.0,3.0,2.0,1,0,0,0,1,0.0,1,3,3,0,2.0,unknown
2,Private room,1125,Mombasa,Mombasa,35.0,1.0,1.0,1,0,0,0,0,0.0,1,0,0,0,1.0,private
2,Other,1125,Nairobi,NAIROBI,10.0,1.0,1.0,1,0,1,0,0,79.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,43.0,1.0,1.0,1,0,0,0,1,28.0,1,1,0,0,1.0,unknown
16,Private room,254,Embakasi,NAIROBI,250.0,17.0,16.0,0,0,0,0,1,1.0,1,9,0,0,14.0,unknown
3,Entire unit,365,Watamu,kilifi,65.0,1.0,1.0,1,0,1,1,1,78.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Mombasa,Mombasa,21.0,1.0,1.0,1,0,0,1,0,1.0,1,0,0,0,1.0,unknown
8,Entire unit,365,Mombasa,Mombasa,90.0,4.0,3.0,1,1,1,1,1,0.0,1,0,0,0,3.0,unknown
12,Entire unit,1125,Malindi,coast,218.0,8.0,4.0,1,1,1,1,1,24.0,1,7,0,0,3.0,unknown
15,Entire unit,27,DIANI BEACH,Kwale,222.0,7.0,6.0,1,1,1,1,1,191.0,1,3,0,0,4.0,unknown
6,Private room,1125,Watamu,kilifi,181.0,3.0,7.0,0,1,0,1,0,4.0,1,7,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,14.0,1.0,2.0,0,1,0,0,0,19.0,0,1,0,0,1.0,unknown
3,Entire unit,90,Nanyuki,Laikipia,28.0,1.0,1.0,1,1,0,1,0,2.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,43.0,2.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,unknown
2,Private room,1125,Ngenda,Kiambu,240.0,18.0,6.0,1,1,0,1,1,0.0,1,14,0,0,13.0,unknown
3,Entire unit,1125,Pridelands,Machakos,40.0,3.0,3.0,1,1,1,1,1,2.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Kawaida,Kiambu,35.0,2.0,2.0,1,1,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,50.0,1.0,10.0,0,0,0,0,0,107.0,1,1,0,0,1.0,unknown
16,Other,200,Nairobi,NAIROBI,26.0,15.0,15.0,1,1,0,1,1,1.0,1,15,0,0,17.0,shared
2,Other,1125,Nairobi,Kajiado,184.0,3.0,1.0,1,0,0,0,0,0.0,1,3,0,0,1.0,unknown
3,Private room,14,Mombasa,Mombasa,50.0,0.0,2.0,1,1,1,0,1,4.0,0,0,0,0,0.0,shared
4,Entire unit,1125,Eldoret,Uasin Gishu County,30.0,5.0,2.0,1,1,1,0,1,24.0,1,3,0,0,2.0,unknown
3,Entire unit,1125,Nanyuki,Laikipia,18.0,3.0,3.0,1,1,0,0,1,1.0,0,0,0,0,1.0,unknown
11,Private room,365,Malaba,Busia County,10.0,11.0,11.0,0,0,0,0,0,0.0,0,0,0,0,4.0,unknown
2,Private room,180,Nairobi,NAIROBI,64.0,2.0,1.0,1,1,1,0,0,0.0,1,2,0,0,3.0,shared
6,Entire unit,1125,Nairobi,NAIROBI,41.0,3.0,3.0,1,0,0,0,0,3.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nanyuki,Laikipia,25.0,1.0,1.0,1,0,0,0,1,33.0,1,1,0,0,1.0,unknown
4,Entire unit,14,Malindi,Provincia costiera,240.0,2.0,2.0,1,0,0,1,1,2.0,1,2,0,0,2.0,unknown
10,Entire unit,365,Nakuru,Nakuru,199.0,5.0,5.0,1,0,1,0,1,0.0,1,5,1,0,5.0,unknown
10,Private room,1125,Lolgorien,Narok,80.0,16.0,8.0,1,0,1,1,1,1.0,1,16,0,1,12.0,unknown
4,Private room,30,Mombasa,Mombasa,32.0,1.0,2.0,1,0,1,0,1,0.0,1,1,1,0,1.0,private
2,Other,7,Nairobi,NAIROBI,100.0,2.0,1.0,1,1,0,0,1,0.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,18.0,1.0,1.0,1,0,1,0,1,44.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,120.0,4.0,3.0,1,0,0,0,1,57.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Watamu,kilifi,164.0,3.0,2.0,1,0,0,0,1,5.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Kisumu,Kisumu,21.0,1.0,2.0,1,0,0,1,1,25.0,1,1,0,0,1.0,unknown
4,Private room,90,Watamu,kilifi,100.0,2.0,2.0,1,0,1,1,1,4.0,0,1,0,0,2.0,unknown
2,Private room,365,Ukunda,Kwale,43.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
2,Entire unit,1125,DIANI BEACH,Kwale,15.0,1.0,1.0,1,0,0,1,1,46.0,1,1,0,0,1.0,unknown
8,Entire unit,180,Mombasa,Mombasa,53.0,4.0,3.0,1,0,0,0,1,2.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Ruaka,Kiambu,24.0,1.0,1.0,1,0,1,0,1,2.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,14.0,1.0,1.0,1,0,1,1,1,10.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nakuru,Nakuru,18.0,1.0,2.0,0,0,0,0,0,13.0,1,0,0,0,1.0,unknown
4,Entire unit,50,Watamu,kilifi,38.0,1.0,1.0,1,0,0,1,1,6.0,1,1,2,0,1.0,unknown
6,Entire unit,1125,DIANI BEACH,Kwale,260.0,3.0,3.0,0,0,0,1,0,1.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,60.0,2.0,2.0,1,0,0,0,1,0.0,1,1,0,0,2.0,unknown
4,Other,90,Nanyuki,Laikipia,26.0,3.0,2.0,1,0,0,1,0,11.0,1,3,0,0,2.0,unknown
2,Entire unit,365,Iten,Kajiado,18.0,2.0,1.0,0,0,0,0,0,10.0,1,2,0,0,1.0,unknown
7,Entire unit,1125,Nairobi,NAIROBI,60.0,4.0,4.0,1,0,0,0,1,17.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Watamu,kilifi,95.0,3.0,2.0,1,1,1,1,1,81.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Malindi,kilifi,76.0,3.0,2.0,1,0,0,0,1,5.0,1,0,0,0,2.0,unknown
16,Other,1125,Nairobi,Kajiado,300.0,16.0,8.0,0,1,0,1,0,1.0,1,0,0,0,8.0,unknown
2,Entire unit,1125,Bamburi,Mombasa,22.0,1.0,1.0,1,0,0,1,1,3.0,1,1,0,0,1.0,unknown
10,Entire unit,1125,Timau,Meru,130.0,7.0,4.0,1,0,1,0,1,86.0,1,3,1,0,3.0,unknown
2,Other,365,Homa Bay,Homa Bay,15.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,unknown
5,Other,14,Timau,Meru,60.0,4.0,1.0,1,0,0,0,1,13.0,1,1,3,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,40.0,3.0,2.0,0,0,0,0,0,2.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Thika,Kiambu,27.0,3.0,2.0,0,0,0,1,0,0.0,0,1,1,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,31.0,3.0,2.0,1,0,0,0,1,10.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,73.0,3.0,2.0,1,0,0,0,1,74.0,1,3,0,0,2.0,unknown
12,Other,90,Thika,NAIROBI,40.0,1.0,8.0,1,1,0,0,1,1.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,kilifi,250.0,3.0,3.0,1,0,0,0,1,2.0,1,3,0,0,3.0,unknown
1,Entire unit,1125,Nairobi,NAIROBI,17.0,1.0,2.0,1,0,0,0,0,1.0,1,1,0,0,1.0,unknown
6,Entire unit,14,Nairobi,NAIROBI,55.0,4.0,3.0,1,0,0,0,1,10.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,27.0,1.0,1.0,1,0,0,0,0,0.0,1,1,0,0,1.0,unknown
4,Other,1125,Kaijado,Kaijado County,100.0,2.0,2.0,1,0,0,1,0,29.0,1,2,0,0,1.0,unknown
4,Private room,1125,Mombasa,Mombasa,120.0,2.0,10.0,1,0,0,0,1,0.0,1,20,0,0,10.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,60.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,11.0,1.0,1.0,1,0,0,0,0,21.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,38.0,3.0,2.0,1,0,1,0,1,41.0,1,1,1,0,2.0,unknown
10,Entire unit,31,Nyali,Mombasa,180.0,6.0,5.0,1,0,0,0,1,0.0,1,2,0,0,3.0,unknown
2,Other,1125,DIANI BEACH,Kwale,38.0,1.0,1.0,0,0,0,1,0,55.0,1,1,1,0,1.0,private
2,Entire unit,1125,Nairobi,NAIROBI,40.0,1.0,1.0,1,0,0,0,1,59.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Kisumu,Kisumu,23.0,1.0,1.0,1,0,0,0,1,0.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,40.0,3.0,2.0,1,0,0,0,1,18.0,1,3,0,0,2.0,unknown
2,Private room,1125,DIANI BEACH,Kwale,30.0,1.0,1.0,1,1,0,0,0,7.0,1,1,0,0,1.0,private
2,Entire unit,1125,Mombasa,Mombasa,29.0,1.0,1.0,1,0,0,0,1,0.0,0,1,0,0,1.0,unknown
1,Private room,1125,Nairobi,NAIROBI,10.0,1.0,1.0,1,0,0,1,1,1.0,1,0,1,0,1.0,shared
6,Entire unit,365,Kisumu,Kisumu,55.0,3.0,3.0,0,0,0,0,0,6.0,1,0,0,0,2.0,unknown
6,Entire unit,60,Nairobi,NAIROBI,55.0,4.0,3.0,1,0,0,1,1,50.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,Kikuyu,Kiambu,75.0,5.0,4.0,1,1,1,0,1,6.0,1,3,0,1,4.0,unknown
4,Entire unit,1125,Nairobi,Machakos,30.0,2.0,2.0,1,0,1,1,1,2.0,1,2,0,0,3.0,unknown
6,Private room,1125,Kibwezi,Makueni County,60.0,3.0,3.0,1,1,1,1,1,5.0,1,1,0,0,2.0,unknown
6,Entire unit,365,Nairobi,NAIROBI,110.0,3.0,3.0,0,0,0,0,0,11.0,1,0,0,0,2.0,unknown
6,Entire unit,365,Watamu,kilifi,253.0,3.0,3.0,1,0,1,1,1,7.0,1,3,0,0,3.0,unknown
2,Other,1125,Nairobi,NAIROBI,65.0,1.0,1.0,1,0,1,0,1,1.0,1,0,0,0,1.0,private
5,Entire unit,1125,Malindi,kilifi,80.0,5.0,2.0,1,0,1,0,1,2.0,1,3,2,0,2.0,unknown
16,Other,30,Nairobi,NAIROBI,200.0,16.0,10.0,0,0,0,0,0,0.0,1,31,31,5,8.0,unknown
1,Private room,1125,Nairobi,Ruaka,15.0,1.0,1.0,0,0,0,0,0,11.0,1,1,0,0,1.0,private
8,Entire unit,365,Watamu,kilifi,103.0,6.0,3.0,1,0,0,1,1,21.0,1,2,2,0,3.0,unknown
12,Private room,1125,Eldoret,Uasin Gishu County,170.0,6.0,6.0,1,1,0,1,1,1.0,1,3,0,0,6.0,unknown
2,Private room,1125,Nairobi,NAIROBI,120.0,1.0,6.0,1,0,0,1,0,0.0,1,5,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,47.0,1.0,1.0,1,0,1,0,1,2.0,1,1,1,0,1.0,unknown
3,Entire unit,78,Kendu Bay,Kendu bay,15.0,3.0,2.0,0,0,0,0,0,0.0,1,0,3,0,3.0,unknown
2,Entire unit,365,Kilifi,kilifi,21.0,1.0,1.0,0,0,0,0,0,1.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,45.0,3.0,3.0,1,0,0,1,1,19.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nakuru,Nakuru,15.0,2.0,2.0,1,0,1,1,1,11.0,1,1,0,0,1.0,unknown
4,Private room,1125,Kapsabet,Nandi County,25.0,2.0,2.0,1,0,1,0,1,0.0,1,1,0,0,1.0,shared
3,Entire unit,1125,Embu,Embu County,18.0,1.0,1.0,1,0,0,0,1,21.0,1,1,0,0,1.0,unknown
16,Other,1125,Thika,Kiambu,25.0,14.0,12.0,1,1,1,0,1,0.0,1,11,5,0,1.0,unknown
5,Private room,30,Nairobi,coast,13.0,0.0,2.0,1,0,1,0,1,6.0,1,0,0,0,2.0,unknown
5,Entire unit,1125,Mombasa,Mombasa,120.0,3.0,3.0,1,0,0,1,1,16.0,1,2,1,0,3.0,unknown
6,Entire unit,1125,Olooloitikosh,Kajiado,200.0,3.0,3.0,1,1,0,1,1,1.0,1,3,1,0,2.0,unknown
1,Private room,1125,Nairobi,NAIROBI,53.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
3,Other,1125,Nairobi,Kakamega,24.0,4.0,3.0,1,0,0,0,1,0.0,1,4,0,0,4.0,unknown
5,Entire unit,365,Kilifi,kilifi,83.0,5.0,2.0,1,0,0,0,1,28.0,1,4,1,2,2.0,unknown
14,Entire unit,1125,Iten,Elgeyo-Marakwet County,18.0,10.0,8.0,1,1,0,0,1,1.0,1,6,0,0,8.0,unknown
4,Private room,1125,Bungoma,Bungoma,25.0,1.0,2.0,1,1,1,1,1,0.0,1,0,0,0,2.0,shared
6,Entire unit,30,DIANI BEACH,NAIROBI,561.0,6.0,4.0,1,0,0,1,1,19.0,1,5,1,1,4.0,unknown
4,Entire unit,180,Nairobi,NAIROBI,38.0,2.0,2.0,0,0,0,1,0,8.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nanyuki,Laikipia,30.0,1.0,1.0,1,0,0,1,1,1.0,1,1,0,0,1.0,unknown
6,Entire unit,365,Nairobi,NAIROBI,22.0,0.0,1.0,0,1,0,1,0,0.0,0,0,0,0,2.0,unknown
2,Private room,90,Watamu,kilifi,22.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,private
6,Private room,1125,Mtwapa,kilifi,55.0,4.0,3.0,1,1,1,1,1,0.0,1,2,1,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,91.0,2.0,2.0,1,0,0,0,1,0.0,1,2,0,0,2.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,250.0,6.0,4.0,1,0,0,1,1,0.0,1,1,1,0,4.0,unknown
4,Entire unit,1125,Nakuru,Nakuru,50.0,2.0,2.0,1,0,0,0,1,0.0,1,2,0,0,2.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,38.0,3.0,3.0,1,0,0,0,1,32.0,1,3,0,0,2.0,unknown
1,Other,21,Nairobi,NAIROBI,24.0,1.0,1.0,0,0,0,0,0,54.0,1,1,0,0,1.0,unknown
